name,qid,filename,file_page,author,license,source,image_url,_saved_path
Caoimhín Kelleher,Q64627435,Liverpool FC gegen 1. FSV Mainz 05 (Testspiel 23. Juli 2021) 10.jpg,https://commons.wikimedia.org/wiki/File:Liverpool FC gegen 1. FSV Mainz 05 (Testspiel 23. Juli 2021) 10.jpg,"<a href=""//commons.wikimedia.org/wiki/User:Werner100359"" title=""User:Werner100359"">Werner100359</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Liverpool%20FC%20gegen%201.%20FSV%20Mainz%2005%20%28Testspiel%2023.%20Juli%202021%29%2010.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Liverpool FC gegen 1. FSV Mainz 05 (Testspiel 23. Juli 2021) 10.jpg
Reiss Nelson,Q35039261,1 reiss nelson arsenal 2025.jpg,https://commons.wikimedia.org/wiki/File:1 reiss nelson arsenal 2025.jpg,"<a href=""//commons.wikimedia.org/wiki/User:Chensiyuan"" title=""User:Chensiyuan"">Chensiyuan</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/1%20reiss%20nelson%20arsenal%202025.jpg?width=800,/Users/mzahariev/footballspinner/public/players/1 reiss nelson arsenal 2025.jpg
Hákon Rafn Valdimarsson,Q107863326,"Hákon Rafn Valdimarsson (Elfsborg vs AIK, 23 October 2023).jpg","https://commons.wikimedia.org/wiki/File:Hákon Rafn Valdimarsson (Elfsborg vs AIK, 23 October 2023).jpg","<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/198658015@N03"">Amanda Aikioniemi</a>",Public domain,player,https://commons.wikimedia.org/wiki/Special:FilePath/H%C3%A1kon%20Rafn%20Valdimarsson%20%28Elfsborg%20vs%20AIK%2C%2023%20October%202023%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Hákon Rafn Valdimarsson (Elfsborg vs AIK 23 October 2023).jpg
Fábio Carvalho,Q104784711,2022-07-21 Fabio Carvalho (cropped).jpg,https://commons.wikimedia.org/wiki/File:2022-07-21 Fabio Carvalho (cropped).jpg,"<a href=""//commons.wikimedia.org/wiki/User:Stepro"" title=""User:Stepro"">Steffen Prößdorf</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/2022-07-21%20Fabio%20Carvalho%20%28cropped%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/2022-07-21 Fabio Carvalho (cropped).jpg
Antoni Milambo,Q108067127,MCI VS FER 2024 (3) (Antoni Milambo).jpg,https://commons.wikimedia.org/wiki/File:MCI VS FER 2024 (3) (Antoni Milambo).jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Hainotdeptrai&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Hainotdeptrai (page does not exist)"">Hainotdeptrai</a>",CC0 (http://creativecommons.org/publicdomain/zero/1.0/deed.en),player,https://commons.wikimedia.org/wiki/Special:FilePath/MCI%20VS%20FER%202024%20%283%29%20%28Antoni%20Milambo%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/MCI VS FER 2024 (3) (Antoni Milambo).jpg
Yehor Yarmoliuk,,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Dango Ouattara,Q108000402,Dango Ouattara 2023.jpg,https://commons.wikimedia.org/wiki/File:Dango Ouattara 2023.jpg,AFC Bournemouth,CC BY 3.0 (https://creativecommons.org/licenses/by/3.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Dango%20Ouattara%202023.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Dango Ouattara 2023.jpg
Kristoffer Ajer,Q18157457,Norway Italy - June 2025 E 21 (cropped).jpg,https://commons.wikimedia.org/wiki/File:Norway Italy - June 2025 E 21 (cropped).jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:MichaelEmilio&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:MichaelEmilio (page does not exist)"">MichaelEmilio</a>",CC BY 4.0 (https://creativecommons.org/licenses/by/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Norway%20Italy%20-%20June%202025%20E%2021%20%28cropped%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Norway Italy - June 2025 E 21 (cropped).jpg
Nathan Collins,Q116477190,England wheelchair rugby league team celebrating at Old Trafford (Nathan Collins).jpg,https://commons.wikimedia.org/wiki/File:England wheelchair rugby league team celebrating at Old Trafford (Nathan Collins).jpg,"<a href=""//commons.wikimedia.org/wiki/User:Fleets"" title=""User:Fleets"">Fleets</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/England%20wheelchair%20rugby%20league%20team%20celebrating%20at%20Old%20Trafford%20%28Nathan%20Collins%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/England wheelchair rugby league team celebrating at Old Trafford (Nathan Collins).jpg
Keane Lewis-Potter,Q62269289,Keane Lewis-Potter 2022 (2) (cropped).jpg,https://commons.wikimedia.org/wiki/File:Keane Lewis-Potter 2022 (2) (cropped).jpg,dom fellowes,CC BY 2.0 (https://creativecommons.org/licenses/by/2.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Keane%20Lewis-Potter%202022%20%282%29%20%28cropped%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Keane Lewis-Potter 2022 (2) (cropped).jpg
Mikkel Damsgaard,Q45034698,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Yunus Emre Konak,Q122972260,Sivasspor-Logo.png,https://commons.wikimedia.org/wiki/File:Sivasspor-Logo.png,Sivasspor logo,Public domain,club,https://commons.wikimedia.org/wiki/Special:FilePath/Sivasspor-Logo.png?width=400,/Users/mzahariev/footballspinner/public/players/Sivasspor-Logo.png
Vitaly Janelt,Q26212017,VitalyJanelt.jpg,https://commons.wikimedia.org/wiki/File:VitalyJanelt.jpg,"<a href=""//commons.wikimedia.org/wiki/User:Silesia711"" title=""User:Silesia711"">Silesia711</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/VitalyJanelt.jpg?width=800,/Users/mzahariev/footballspinner/public/players/VitalyJanelt.jpg
Rico Henry,Q18637460,"Rico Henry, Walsall FC footballer, Bescot Stadium, September 2015.jpg","https://commons.wikimedia.org/wiki/File:Rico Henry, Walsall FC footballer, Bescot Stadium, September 2015.jpg","<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/photos/cfcunofficial/"">@cfcunofficial (Chelsea Debs) London</a>",CC BY-SA 2.0 (https://creativecommons.org/licenses/by-sa/2.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Rico%20Henry%2C%20Walsall%20FC%20footballer%2C%20Bescot%20Stadium%2C%20September%202015.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Rico Henry Walsall FC footballer Bescot Stadium September 2015.jpg
Michael Kayode,Q120668096,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Gustavo Nunes,Q96828087,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Sepp van den Berg,Q50398907,Sepp van den berg-1545340900 (cropped).jpeg,https://commons.wikimedia.org/wiki/File:Sepp van den berg-1545340900 (cropped).jpeg,Ruud Goettsch,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Sepp%20van%20den%20berg-1545340900%20%28cropped%29.jpeg?width=800,/Users/mzahariev/footballspinner/public/players/Sepp van den berg-1545340900 (cropped).jpeg
Romelle Donovan,Q123187366,Romelle Donovan 2023.jpg,https://commons.wikimedia.org/wiki/File:Romelle Donovan 2023.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Struway2&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Struway2 (page does not exist)"">Struway2</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Romelle%20Donovan%202023.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Romelle Donovan 2023.jpg
Jordan Henderson,Q273715,"2022-07-21 Fußball, Männer,Freundschaftsspiel, RB Leipzig - FC Liverpool 1DX 2238 by Stepro.jpg","https://commons.wikimedia.org/wiki/File:2022-07-21 Fußball, Männer,Freundschaftsspiel, RB Leipzig - FC Liverpool 1DX 2238 by Stepro.jpg","<a href=""//commons.wikimedia.org/wiki/User:Stepro"" title=""User:Stepro"">Steffen Prößdorf</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/2022-07-21%20Fu%C3%9Fball%2C%20M%C3%A4nner%2CFreundschaftsspiel%2C%20RB%20Leipzig%20-%20FC%20Liverpool%201DX%202238%20by%20Stepro.jpg?width=800,/Users/mzahariev/footballspinner/public/players/2022-07-21 Fußball MännerFreundschaftsspiel RB Leipzig - FC Liverpool 1DX 2238 by Stepro.jpg
Kevin Schade,Q103845834,Kevin Schade 02082025 (1).jpg,https://commons.wikimedia.org/wiki/File:Kevin Schade 02082025 (1).jpg,"<a href=""//commons.wikimedia.org/wiki/User:Timmy96"" title=""User:Timmy96"">Timmy96</a>",CC0 (http://creativecommons.org/publicdomain/zero/1.0/deed.en),player,https://commons.wikimedia.org/wiki/Special:FilePath/Kevin%20Schade%2002082025%20%281%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Kevin Schade 02082025 (1).jpg
Mathias Jensen,Q21264946,Mathias Jensen XXIII Memorial Quinocho (RC Celta vs Mainz 05) (cropped).jpg,https://commons.wikimedia.org/wiki/File:Mathias Jensen XXIII Memorial Quinocho (RC Celta vs Mainz 05) (cropped).jpg,"<a href=""//commons.wikimedia.org/wiki/User:Harpagornis"" title=""User:Harpagornis"">Harpagornis</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Mathias%20Jensen%20XXIII%20Memorial%20Quinocho%20%28RC%20Celta%20vs%20Mainz%2005%29%20%28cropped%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Mathias Jensen XXIII Memorial Quinocho (RC Celta vs Mainz 05) (cropped).jpg
Igor Thiago,Q83639138,Igor thiago.jpg,https://commons.wikimedia.org/wiki/File:Igor thiago.jpg,"<a href=""//commons.wikimedia.org/wiki/User:Biso"" title=""User:Biso"">Biser Todorov</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Igor%20thiago.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Igor thiago.jpg
Bart Verbruggen,Q98682558,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Georginio Rutter,Q74051767,Georginio Rutter (cropped).jpeg,https://commons.wikimedia.org/wiki/File:Georginio Rutter (cropped).jpeg,"<a href=""//commons.wikimedia.org/wiki/User:Egghead06"" title=""User:Egghead06"">Egghead06</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Georginio%20Rutter%20%28cropped%29.jpeg?width=800,/Users/mzahariev/footballspinner/public/players/Georginio Rutter (cropped).jpeg
Yankuba Minteh,Q115399505,Go Ahead Eagles - Feyenoord - 53679350805 (Yankuba Minteh).jpg,https://commons.wikimedia.org/wiki/File:Go Ahead Eagles - Feyenoord - 53679350805 (Yankuba Minteh).jpg,Carlo Bruil Fotografie,CC BY 2.0 (https://creativecommons.org/licenses/by/2.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Go%20Ahead%20Eagles%20-%20Feyenoord%20-%2053679350805%20%28Yankuba%20Minteh%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Go Ahead Eagles - Feyenoord - 53679350805 (Yankuba Minteh).jpg
Jack Hinshelwood,Q118791841,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Tom Watson,Q263802,"Lord Tom Watson of Wyre Forest, 2023.jpg","https://commons.wikimedia.org/wiki/File:Lord Tom Watson of Wyre Forest, 2023.jpg",Roger Harris,CC BY 3.0 (https://creativecommons.org/licenses/by/3.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Lord%20Tom%20Watson%20of%20Wyre%20Forest%2C%202023.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Lord Tom Watson of Wyre Forest 2023.jpg
Carlos Baleba,Q113472432,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Danny Welbeck,Q188457,Danny Welbeck 2018-06-13 1.jpg,https://commons.wikimedia.org/wiki/File:Danny Welbeck 2018-06-13 1.jpg,Кирилл Венедиктов,CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Danny%20Welbeck%202018-06-13%201.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Danny Welbeck 2018-06-13 1.jpg
Charalampos Kostoulas,Q117360254,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
James Milner,Q191136,"James Milner 2022-07-21 Fußball, Männer,Freundschaftsspiel, RB Leipzig - FC Liverpool 1DX 2223 by Stepro (cropped).jpg","https://commons.wikimedia.org/wiki/File:James Milner 2022-07-21 Fußball, Männer,Freundschaftsspiel, RB Leipzig - FC Liverpool 1DX 2223 by Stepro (cropped).jpg","<a href=""//commons.wikimedia.org/wiki/User:Stepro"" title=""User:Stepro"">Steffen Prößdorf</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/James%20Milner%202022-07-21%20Fu%C3%9Fball%2C%20M%C3%A4nner%2CFreundschaftsspiel%2C%20RB%20Leipzig%20-%20FC%20Liverpool%201DX%202223%20by%20Stepro%20%28cropped%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/James Milner 2022-07-21 Fußball MännerFreundschaftsspiel RB Leipzig - FC Liverpool 1DX 2223 by Stepro (cropped).jpg
Olivier Boscagli,Q19968607,Olivier Boscagli (2024).jpg,https://commons.wikimedia.org/wiki/File:Olivier Boscagli (2024).jpg,"<a href=""//commons.wikimedia.org/wiki/User:S._Perquin"" title=""User:S. Perquin"">S. Perquin</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Olivier%20Boscagli%20%282024%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Olivier Boscagli (2024).jpg
Ferdi Kadıoğlu,Q26719541,Ferdi Kadıoğlu 2024.jpg,https://commons.wikimedia.org/wiki/File:Ferdi Kadıoğlu 2024.jpg,"<table class=""layouttemplate sourcetemplate"" style=""background-color: #f6f7f5; background-color: var(--background-color-neutral-subtle, #f6f7f5); color: var(--color-base, #202122); border: var(--border-subtle, 1px solid #555555); border-spacing: 8px; padding:0; box-sizing: border-box; clear: both; margin: .5em auto; text-align: center; width: 100%;"" dir=""ltr"" lang=""en"">
<tbody><tr>
<td>
</td>
<td style=""text-align: center;"">This photo is available from Serkan Yakın and <a rel=""nofollow"" class=""external text"" href=""https://www.sekoloji.com/detay/"">https://www.sekoloji.com/detay/</a>.<br>
</td></tr></tbody></table><div class=""responsive-license-cc layouttemplate licensetpl"" dir=""ltr"" lang=""en""><div class=""rlicense-icons""><span class=""skin-invert"" typeof=""mw:File""><span title=""w:en:Creative Commons""><img alt=""w:en:Creative Commons"" src=""https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/CC_some_rights_reserved.svg/120px-CC_some_rights_reserved.svg.png"" decoding=""async"" width=""90"" height=""36"" class=""mw-file-element"" srcset=""https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/CC_some_rights_reserved.svg/250px-CC_some_rights_reserved.svg.png 1.5x"" data-file-width=""744"" data-file-height=""300""></span></span><br>
<span class=""skin-invert"" typeof=""mw:File""><span title=""attribution""><img alt=""attribution"" src=""https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Cc-by_new_white.svg/40px-Cc-by_new_white.svg.png"" decoding=""async"" width=""24"" height=""24"" class=""mw-file-element"" srcset=""https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Cc-by_new_white.svg/60px-Cc-by_new_white.svg.png 2x"" data-file-width=""64"" data-file-height=""64""></span></span> <span class=""skin-invert"" typeof=""mw:File""><span title=""share alike""><img alt=""share alike"" src=""https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Cc-sa_white.svg/40px-Cc-sa_white.svg.png"" decoding=""async"" width=""24"" height=""24"" class=""mw-file-element"" srcset=""https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Cc-sa_white.svg/60px-Cc-sa_white.svg.png 2x"" data-file-width=""64"" data-file-height=""64""></span></span></div><div class=""rlicense-text""><div class=""rlicense-declaration"">This file is licensed under the <a href=""https://en.wikipedia.org/wiki/en:Creative_Commons"" class=""extiw"" title=""w:en:Creative Commons"">Creative Commons</a> <a href=""//creativecommons.org/licenses/by-sa/3.0/deed.en"" class=""extiw"" title=""creativecommons:by-sa/3.0/deed.en"">Attribution-Share Alike 3.0 Unported</a> license.</div><div class=""rlicense-attr"" style=""font-weight: bold;"">Attribution: <div style=""display:inline;font-size:larger;"" class=""licensetpl_attr"">Serkan Yakın and <a rel=""nofollow"" class=""external text"" href=""https://www.sekoloji.com/detay/"">https://www.sekoloji.com/detay/</a></div></div><div class=""rlicense-desc"" style=""text-align:start;"" lang=""en"">
<dl><dd>You are free:
<ul><li><b>to share</b> – to copy, distribute and transmit the work</li>
<li><b>to remix</b> – to adapt the work</li></ul></dd>
<dd>Under the following conditions:
<ul><li><b>attribution</b> – You must give appropriate credit, provide a link to the license, and indicate if changes were made. You may do so in any reasonable manner, but not in any way that suggests the licensor endorses you or your use.</li>
<li><b>share alike</b> – If you remix, transform, or build upon the material, you must distribute your contributions under the <a href=""https://creativecommons.org/share-your-work/licensing-considerations/compatible-licenses"" class=""extiw"" title=""ccorg:share-your-work/licensing-considerations/compatible-licenses"">same or compatible license</a> as the original.</li></ul></dd></dl></div><span class=""licensetpl_link"" style=""display:none;"">https://creativecommons.org/licenses/by-sa/3.0</span><span class=""licensetpl_short"" style=""display:none;"">CC BY-SA 3.0 </span><span class=""licensetpl_long"" style=""display:none;"">Creative Commons Attribution-Share Alike 3.0 </span><span class=""licensetpl_link_req"" style=""display:none;"">true</span><span class=""licensetpl_attr_req"" style=""display:none;"">true</span></div></div><span class=""layouttemplateargs"" style=""display:none;speak:none;"" title=""template=PermissionTicket 1%3Dhttps%3A%2F%2Fticket.wikimedia.org%2Fotrs%2Findex.pl%3FAction%3DAgentTicketZoom%26TicketNumber%3D2021022410007146 2%3D2021022410007146""> </span>
<style data-mw-deduplicate=""TemplateStyles:r1069780234"">.mw-parser-output .messagebox{margin:4px 0;width:auto;border-collapse:collapse;border:2px solid var(--border-color-progressive,#6485d1);background-color:var(--background-color-neutral-subtle,#fbfcff);color:var(--color-base,#202122);box-sizing:border-box;border-inline-start-width:8px}.mw-parser-output .messagebox.mbox-small{font-size:88%;line-height:1.25em}.mw-parser-output .mbox-warning,.mw-parser-output .mbox-speedy{border:2px solid var(--border-color-error,#b22222);background:var(--background-color-error-subtle,#ffdbdb);border-inline-start-width:8px}.mw-parser-output .mbox-serious,.mw-parser-output .mbox-delete,.mw-parser-output .mbox-stop{border:2px solid var(--border-color-error,#b22222);border-inline-start-width:8px}.mw-parser-output .mbox-issue,.mw-parser-output .mbox-content{border:2px solid #f28500;background:var(--background-color-warning-subtle,#ffe);border-inline-start-width:8px}.mw-parser-output .mbox-query,.mw-parser-output .mbox-style{border:2px solid #f4c430;background:var(--background-color-warning-subtle,#ffe);border-inline-start-width:8px}.mw-parser-output .mbox-shit{border:2px solid #960;border-inline-start-width:8px}.mw-parser-output .mbox-license{border:2px solid #88a;border-inline-start-width:initial}.mw-parser-output .mbox-legal{border:2px solid var(--border-color-notice,#666);background:var(--background-color-base,#fff);border-inline-start-width:8px}.mw-parser-output .mbox-honor{border:2px solid #ca3;background:var(--background-color-warning-subtle,#fcf4db);border-inline-start-width:8px}.mw-parser-output .mbox-growth{border:2px solid #8d4;background:var(--background-color-success-subtle,#d5fdf4);border-inline-start-width:8px}.mw-parser-output .mbox-move{border:2px solid #93c;border-inline-start-width:8px}.mw-parser-output .mbox-protection,.mw-parser-output .mbox-message{border:2px solid var(--border-color-base,#aaa);border-inline-start-width:8px}.mw-parser-output .messagebox .mbox-text{border:none;padding:0.25em 0.9em;width:100%}.mw-parser-output .messagebox .mbox-image{border:none;padding:2px 0 2px 0.9em;text-align:center}.mw-parser-output .messagebox .mbox-imageright{border:none;padding:2px 0.9em 2px 0;text-align:center}.mw-parser-output .messagebox .mbox-empty-cell{border:none;padding:0;width:1px}.mw-parser-output .messagebox .mbox-invalid-type{text-align:center}@media(min-width:720px){.mw-parser-output .messagebox{margin:4px 10%}.mw-parser-output .messagebox.mbox-small{clear:right;float:right;margin:4px 0 4px 1em;width:238px}}body.skin--responsive .mw-parser-output table.messagebox img{max-width:none!important}</style><table class=""plainlinks messagebox mbox-notice layouttemplate"" role=""presentation"" style=""margin:0.3em 0;width:100%;""><tbody><tr><td class=""mbox-image""><span typeof=""mw:File""><span title=""VRT Wikimedia""><img alt=""VRT Wikimedia"" src=""https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Permission_logo_2021.svg/120px-Permission_logo_2021.svg.png"" decoding=""async"" width=""75"" height=""48"" class=""mw-file-element"" srcset=""https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Permission_logo_2021.svg/250px-Permission_logo_2021.svg.png 2x"" data-file-width=""935"" data-file-height=""600""></span></span></td><td class=""mbox-text"">This work is <a href=""https://freedomdefined.org/Definition"" class=""extiw"" title=""freedomdefined:Definition"">free</a> and may be used by anyone for any purpose. If you wish to <b><a href=""//commons.wikimedia.org/wiki/Commons:Reusing_content_outside_Wikimedia"" title=""Commons:Reusing content outside Wikimedia"">use this content</a></b>, you do not need to request permission as long as you follow any licensing requirements mentioned on this page.
<p>The Wikimedia Foundation has received an e-mail confirming that the copyright holder has approved publication under the terms mentioned on this page. This correspondence has been <b><span style=""background:transparent;color:#0f7f1f;font-weight:400;"" title=""transparent"">reviewed</span></b> by a <a href=""//commons.wikimedia.org/wiki/Template:PermissionTicket/Users"" title=""Template:PermissionTicket/Users"">Volunteer Response Team (VRT) member</a> and stored in our <a href=""//commons.wikimedia.org/wiki/Commons:Volunteer_Response_Team"" title=""Commons:Volunteer Response Team"">permission archive</a>. The correspondence is available to trusted volunteers as <b><a href=""https://ticket.wikimedia.org/otrs/index.pl?Action=AgentTicketZoom&amp;TicketNumber=2021022410007146"" class=""extiw"" title=""ticket:2021022410007146"">ticket #2021022410007146</a></b>.
</p><p><small>If you have questions about the archived correspondence, please use the <a href=""//commons.wikimedia.org/wiki/Commons:Volunteer_Response_Team/Noticeboard"" title=""Commons:Volunteer Response Team/Noticeboard"">VRT noticeboard</a>.</small>
<small>Ticket link: <a class=""external free"" href=""https://ticket.wikimedia.org/otrs/index.pl?Action=AgentTicketZoom&amp;TicketNumber=2021022410007146"">https://ticket.wikimedia.org/otrs/index.pl?Action=AgentTicketZoom&amp;TicketNumber=2021022410007146</a></small>
<br><small>Find other files from the same ticket:</small> <span typeof=""mw:File""><a href=""https://wcqs-beta.wmflabs.org/#%23defaultView%3AImageGrid%09%0ASELECT%20%3Fimage%20%20%20%7B%0A%20%20%3Ffile%20wdt%3AP6305%20%222021022410007146%22%20.%0A%20%20%3Ffile%20schema%3Aurl%20%3Fimage.%0A%7D%20%0A"" title=""SDC query (SPARQL)"" rel=""nofollow""><img alt=""SDC query (SPARQL)"" src=""https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Wikimedia_Commons_Query_Service_Logo.svg/20px-Wikimedia_Commons_Query_Service_Logo.svg.png"" decoding=""async"" width=""15"" height=""20"" class=""mw-file-element"" srcset=""https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Wikimedia_Commons_Query_Service_Logo.svg/40px-Wikimedia_Commons_Query_Service_Logo.svg.png 1.5x"" data-file-width=""512"" data-file-height=""688""></a></span>
</p>
<span id=""field-otrs"" title=""https://ticket.wikimedia.org/otrs/index.pl?Action=AgentTicketZoom&amp;TicketNumber=2021022410007146""></span></td></tr></tbody></table>",CC BY 3.0 (https://creativecommons.org/licenses/by/3.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Ferdi%20Kad%C4%B1o%C4%9Flu%202024.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Ferdi Kadıoğlu 2024.jpg
